,Job Title,Company Name,Job Location,Job Posted,Jop Type,Job Skill,Time,Month Or Hours
8663,Mechanical Site Engineer,Mantrac,"Cairo, Egypt",2 months ago,Full,Entry Level · 0 - 3 Yrs of Exp · Installation/Maintenance/Repair · Engineering - Mechanical/Electrical· Mechanical Engineering· Mechanical· Maintenance· Engineering· English,2,months
8664,Material Engineer - Saudi Arabia,Altayar recruitment,"Riyadh, Saudi Arabia",2 months ago,Full,Experienced · 6 - 10 Yrs of Exp · Engineering - Construction/Civil/Architecture· Civil· concrete· Electrical· QC· Quality Control· asphalt· soil· Quality Assurance· English,2,months
8665,Installation Engineer (HVAC) (Gases Company ),Confidential,"Heliopolis, Cairo, Egypt",2 months ago,Full,Experienced · 5 - 7 Yrs of Exp · Installation/Maintenance/Repair · Engineering - Mechanical/Electrical· Engineering· Projects· Installation· HVAC· Communication skills· Communication,2,months
8666,Senior Sales Representative,ACS logistic company,"Mansheya, Alexandria, Egypt",2 months ago,Full,Experienced · 3+ Yrs of Exp · Logistics/Supply Chain · Sales/Retail· Customer Service· negotiation skills· Sales· Business Administration· sales skills· Sales Target,2,months
8667,Foreign Procurement Coordinator,National Pipe Company,"Badr City, Cairo, Egypt",2 months ago,Full,Experienced · 8 - 10 Yrs of Exp · Logistics/Supply Chain · Purchasing/Procurement· foreign· Foreign Procurement· Procurement· Purchasing· Suppliers· Supply Chain· Communication· ERP,2,months
8668,Customer Service Representative Internship -Rehab,Berlitz Egypt,"Rehab City, Cairo, Egypt",2 months ago,Internship,Entry Level · Customer Service/Support· Customer Service· Customer Support· Customer Care· English· Communication skills,2,months
8669,Contact Center Senior Manager,DYNINNO Egypt,"Cairo, Egypt",2 months ago,Full,Senior Management · 8 - 10 Yrs of Exp · Customer Service/Support · Operations/Management· Communication· Customer Service· Customer Support· English· Management· Operations· Planning· Customer Care,2,months
8670,Customer Service Representative Internship -Rehab City,Berlitz Egypt,"Rehab City, Cairo, Egypt",2 months ago,Internship,Entry Level · Customer Service/Support· Customer Care· Customer Support· Customer Service· Communication skills· English,2,months
8671,AX Microsoft Dynamics Developer,Sky Holding,"Katameya, Cairo, Egypt",2 months ago,Full,Experienced · 3 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· AX Microsoft· Ax Microsoft Dynamics· Ax· Computer Science· Dynamics· Information Technology (IT)· ERP· Microsoft,2,months
8672,Marketing Manager,ALQIMA Real Estate & Development,"New Damietta, Damietta, Egypt",2 months ago,Full,Manager · 7+ Yrs of Exp · Operations/Management · Marketing/PR/Advertising· Marketing manager· Marketing· Market Research· Manager· مدير تسويق· تسويق عقاري· Communication· Communication skills,2,months
8673,Architectural Engineer,ALQIMA Real Estate & Development,"New Damietta, Damietta, Egypt",2 months ago,Full,Experienced · 10+ Yrs of Exp · Engineering - Construction/Civil/Architecture· Architecture· Project· Commercial· residential· Engineering· مهندس معماري· AutoCAD· COMMERCIAL PROJECTS,2,months
8674,Property Consultant,UDG Developments,"New Cairo, Cairo, Egypt",2 months ago,Full,Entry Level · 0 - 1 Yrs of Exp · Sales/Retail· Real Estate· Sales· sales skills· Sales Target· Skills· Property· negotiation skills· Negotiation· Customer Service,2,months
8675,Performance Excellence Senior Specialist,EVA Cosmetics,"6th of October, Giza, Egypt",2 months ago,Full,Experienced · 2 - 5 Yrs of Exp · Quality· • Patience & perseverance . • Attention to Details. • Compliance·  Result orientation & Accountability· • Attention to Details.· Arabic· Computer Skills· Microsoft Excel,2,months
8676,Part Time Trainer,Dale Carnegie Training,"Cairo, Egypt",2 months ago,Part,Experienced · 10 - 15 Yrs of Exp · Training/Instructor· Communication skills· Training· Information Technology (IT)· Teaching· Education,2,months
8677,Head of English Department ( British Division),New Generation International school ( Sadat City),"Cairo, Egypt",2 months ago,Full,Senior Management · 7+ Yrs of Exp · Administration · Operations/Management · Education/Teaching· Communication skills· Education· English· Management· School· Teaching· Curriculum,2,months
8678,Head of Departments,New Generation International school ( Sadat City),"Cairo, Egypt",2 months ago,Full,Senior Management · 7+ Yrs of Exp · Operations/Management · Education/Teaching· Communication skills· Education· English· Teaching· phd· diploma· bachelor degree· HOD,2,months
8679,Social Media & Marketing Specialist (Rodniture Furniture).,Metal & Steel Innovation,"New Cairo, Cairo, Egypt",2 months ago,Full,Experienced · 2+ Yrs of Exp · Marketing/PR/Advertising · Media/Journalism/Publishing· Design· Creative· Art· Graphic· Furniture· Social Media· E-marketing· Media,2,months
8680,Senior Electrical Maintenance Engineer,Prometeon Tyres Group – Egypt (ExPirelli Tyres Egypt),"Ameria, Alexandria, Egypt",2 months ago,Full,Experienced · 3 - 7 Yrs of Exp · males_only · Installation/Maintenance/Repair · Engineering - Mechanical/Electrical· Engineering· Quality Control· Electrical Engineering· Mechanical Engineering· Maintenance· Electrical· English· PLC,2,months
8681,Regulatory Affairs Supervisor,Zeta Pharma,"Nasr City, Cairo, Egypt",2 months ago,Full,Experienced · 5 - 7 Yrs of Exp · Pharmaceutical· Pharma· Pharmaceutical· Regulatory Affairs· regulatory· Pharmacy· English· Science· Commerce· Registration,2,months
8682,Web Developer,Virtual Worker Now,"Cairo, Egypt",2 months ago,Full,Entry Level · 0 - 2 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· React· Node.js· HTML· CSS· JavaScript· JSON· AJAX· Laravel,2,months
8683,Category Manager (B2B) - Electrical,e Aswaaq Misr,"Smart Village, Giza, Egypt",2 months ago,Full,Manager · 7 - 10 Yrs of Exp · Purchasing/Procurement · Engineering - Mechanical/Electrical· Category Management· Procurement· Manufacturing· Communication· English· Engineering· Electrical Engineering,2,months
8684,Receptionist,Orchidia Pharmaceutical Industries,"Obour City, Cairo, Egypt",2 months ago,Full,Entry Level · 3 - 5 Yrs of Exp · Administration · Customer Service/Support· Admin· Administration· Secretary· Microsoft Office· Office Management· Admin Assistant,2,months
8685,Telesales Opener,3D Diagnostix,"Maadi, Cairo, Egypt",2 months ago,Full,Entry Level · 0 - 3 Yrs of Exp · Customer Service/Support · Sales/Retail· Sales· Sales Skills· Sales Target· Outbound· Telesales· Customer Service· Call Center· Customer Support,2,months
8686,Spring Java Developer,Hitop,"Nasr City, Cairo, Egypt",2 months ago,Full,Experienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Java· Spring· Software Development· SQL· Software· MySQL· MVC· Information Technology (IT),2,months
8687,Customer Satisfaction Specialist,Ghabbour Auto,"Cairo, Egypt",2 months ago,Full,Entry Level · 1 - 3 Yrs of Exp · Customer Service/Support· CRM· Customer Care· Customer Service· Customer Support· Microsoft Office· Microsoft Office suite,2,months
8688,Architect Site Engineer - For KSA,Confidential,"Dokki, Giza, Egypt",2 months ago,Full,Experienced · 4 - 7 Yrs of Exp · Engineering - Construction/Civil/Architecture· Architecture· Engineering· AutoCAD· Civil Engineering· saudia arabia,2,months
8689,Senior Design Engineer - Structural Steel,Saudifirmness,"Katameya, Cairo, Egypt",2 months ago,Full,Experienced · 8 - 10 Yrs of Exp · Creative/Design/Art · Engineering - Mechanical/Electrical· Engineering· Design· Structural Steel· STAAD.Pro· Information Technology (IT)· Computer Science· Software Development· Quality Assurance,2,months
8690,Senior Tendering Engineer - Contracting,Saudifirmness,"Cairo, Egypt",2 months ago,Full,Experienced · 5 - 8 Yrs of Exp · Engineering - Construction/Civil/Architecture· Estimation· Tendering· Engineering· Civil· Maintenance· Mechanical· Analysis· Pressure Vessels· Tanks,2,months
8691,HR Director (Construction),MAC EGYPT REAL ESTATE CO.,"10th of Ramadan City, Sharqia, Egypt",2 months ago,Full,Senior Management · 15+ Yrs of Exp · Engineering - Construction/Civil/Architecture · Human Resources · Operations/Management· Human Resources· Recruitment· Project Management· CIPD· HRMS· HR· SPHR,2,months
8692,Data Center System Engineer,Confidential,"New Cairo, Cairo, Egypt",2 months ago,Full,Entry Level · 1 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· CCNP· Information Technology (IT)· Computer Engineering· Computer Science· Data center· Engineering· Information Systems· network,2,months
8693,Electrical Site Engineer,MT Mixers,"10th of Ramadan City, Cairo, Egypt",2 months ago,Full,Experienced · 2 - 5 Yrs of Exp · Engineering - Mechanical/Electrical· Electrical Engineering· Engineering· Mechanical Engineering· Site,2,months
8694,Category Manager Construction Materials (B2B),e Aswaaq Misr,"Giza, Egypt",2 months ago,Full,Manager · 7 - 10 Yrs of Exp · Engineering - Construction/Civil/Architecture · Pharmaceutical· Construction· Engineering· Communication skills· Communication· Sales· Procurement· English· Civil Engineering,2,months
8695,B2B Telesales Executive (Fluent English Speaker),GT World OF Beauty,"Cairo, Egypt",2 months ago,Full,Entry Level · 1 - 3 Yrs of Exp · Customer Service/Support · Sales/Retail· Business Administration· Customer Service· Communication· B2B· Sales Target· sales skills· Sales· Telesales,2,months
8696,Administration Officer,Titan Cement Egypt,"Giza, Egypt",2 months ago,Full,Experienced · 3 - 5 Yrs of Exp · Administration · Human Resources· Administration· Admin· Office Management· Front Desk· Receptionist· Communication Skills· Human Resources (HR)· Communication,2,months
8697,Category Manager Textiles (B2B),e Aswaaq Misr,"Smart Village, Giza, Egypt",2 months ago,Full,Experienced · 7 - 10 Yrs of Exp · Manufacturing/Production · Fashion· Communication skills· Category Management· English· Management· MS Office· Textiles· Sales· Manufacturing,2,months
8698,DevOps Engineer,Hitop,"Nasr City, Cairo, Egypt",2 months ago,Full,Entry Level · 1 - 3 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology· AWS Cloud· Cloud· AWS· DevOps· Systems· Security· Computer Science,2,months
8699,IT Help Desk Specialist,Afro Egypt,"6th of October, Giza, Egypt",2 months ago,Full,Experienced · 3+ Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development· IT· Computer Science· Information Technology (IT)· Engineering,2,months
8700,Digital Marketing Manager,Bevatel,"Dokki, Giza, Egypt",2 months ago,Full,Manager · 3+ Yrs of Exp · Marketing/PR/Advertising · Media/Journalism/Publishing· Digital Marketing· SEO· SEM· Advertising· Google Adwords· Social Media· E-Marketing· LinkedIn,2,months
8701,Sales Key Account Manager,Confidential,"Nasr City, Cairo, Egypt",2 months ago,Full,"Experienced · 3 - 7 Yrs of Exp · Sales/Retail· B2B· Communication skills· sales skills· Sales Target· Hospitality· Furniture Design· Interior Finishing· Hotel, Restaurant, Cafe",2,months
8702,Full Stack .Net Developer,SmartHubConsulting,"Sheikh Zayed, Giza, Egypt",2 months ago,Full,Entry Level · 1 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· .Net· .Net Framework· ASP.Net Web API· C#· HTML5· CSS· jQuery· ASP.NET Web Forms or Core,2,months
8703,Site Accountant,El Megharbel Construction,"Assuit, Assiut, Egypt",2 months ago,Full,Senior Management · 2 - 7 Yrs of Exp · Accounting/Finance· accountant· SITE ACCOUNTANT,2,months
8704,HSE Specialist,INTECH,"Luxor, Egypt",2 months ago,Full,Experienced · 5 - 7 Yrs of Exp · Engineering - Construction/Civil/Architecture· Health· Safety· Quality Assurance· Environment· Construction· OSHA· HSE· Quality Control,2,months
8705,Senior Business Analyst,efinance,"Smart Village, Giza, Egypt",2 months ago,Full,Experienced · 3 - 5 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology· Business Analysis· Computer Science· Computer Engineering· English· Arabic· Testing· Documentation,2,months
8706,Senior Payroll Specialist - Alexandria,Sutherland,"Alexandria, Egypt",2 months ago,Full,Experienced · 3 - 4 Yrs of Exp · Accounting/Finance · Human Resources· Accounting· Payroll· Human Resources (HR)· Human Resources· Microsoft Office· English,2,months
8707,Senior Cloud Architect,efinance,"Smart Village, Giza, Egypt",2 months ago,Full,Experienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· architectural· Cloud· computer· Computer Science· Engineering· Information technology· IaaS· Information Technology (IT),2,months
8708,Import Freight Coordinator,Amiral Holdings Limited,"Heliopolis, Cairo, Egypt",2 months ago,Full,Experienced · 2 - 3 Yrs of Exp · Logistics/Supply Chain · Operations/Management· Import· Logistics· Supply Chain· English· Export· Freight· DHL· RLF,2,months
8709,Call Center Trainer - Cairo,Andalusia Group,"Maadi, Cairo, Egypt",2 months ago,Full,Experienced · 2+ Yrs of Exp · Customer Service/Support · Training/Instructor· analytical· Call Center· Communication· Communication skills· Customer Care· Customer Service· Customer Support· Presentation Skills,2,months
8710,Maintenance Engineer,Style Design Projects,"Sheikh Zayed, Giza, Egypt",2 months ago,Full,Experienced · 5+ Yrs of Exp · Installation/Maintenance/Repair · Engineering - Mechanical/Electrical· HVAC· Firefighting System· Maintenance· Mechanical· Mechanical Engineering· Engineering· Electrical· Site,2,months
8711,Air Freight Operations Supervisor,Egytrans,"Heliopolis, Cairo, Egypt",2 months ago,Full,Experienced · 7+ Yrs of Exp · Logistics/Supply Chain · Operations/Management· Freight Forwarding· Logistics· Business Development· Operations· Supply Chain· Communication· Management,2,months
8712,Senior iOS Developer,LINK Development,"Maadi, Cairo, Egypt",2 months ago,Full,Experienced · 2 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Objective-C· iOS· Software Development· Engineering· Information Technology (IT)· Mobile Platforms· iOS Development· Mobile Development,2,months
